,Gender,Age,Bike Lanes
32283,Female,Old,Yes
32284,Male,Old,Yes
32285,Female,Old,Yes
32286,Male,Old,Yes
32287,Male,Old,Yes
32288,Female,Old,Yes
32289,Female,Old,Yes
32290,Female,Old,Yes
32291,Male,Old,Yes
32292,Female,Old,Yes
32293,Male,Old,Yes
32294,Male,Old,Yes
32295,Female,Old,Yes
32296,Male,Old,Yes
32297,Male,Old,Yes
32298,Female,Old,Yes
32299,Male,Old,Yes
32300,Male,Old,Yes
32301,Male,Old,Yes
32302,Female,Old,Yes
32303,Female,Old,No
32304,Female,Old,Yes
32305,Male,Old,Yes
32306,Male,Old,Yes
32307,Female,Old,Yes
32308,Male,Old,Yes
32309,Female,Old,Yes
32310,Female,Old,Yes
32311,Male,Old,Yes
32312,Male,Old,Yes
32313,Male,Old,Yes
32314,Female,Old,No
32315,Male,Old,Yes
32316,Female,Old,Yes
32317,Female,Old,Yes
32318,Female,Old,Yes
32319,Male,Old,Yes
32320,Female,Old,Yes
32321,Male,Old,Yes
32322,Female,Old,No
32323,Female,Old,Yes
32324,Female,Old,Yes
32325,Male,Old,Yes
32326,Male,Old,Yes
32327,Female,Old,No
32328,Female,Old,Yes
32329,Male,Old,Yes
32330,Male,Old,Yes
32331,Female,Old,No
32332,Female,Old,Yes
32333,Male,Old,Yes
32334,Male,Old,Yes
32335,Female,Old,Yes
32336,Male,Old,Yes
32337,Male,Old,Yes
32338,Male,Old,Yes
32339,Male,Old,Yes
32340,Male,Old,Yes
32341,Female,Old,Yes
32342,Male,Old,Yes
32343,Male,Old,Yes
32344,Female,Old,Yes
32345,Male,Old,Yes
32346,Female,Old,No
32347,Female,Old,Yes
32348,Male,Old,Yes
32349,Male,Old,Yes
32350,Female,Old,Yes
32351,Female,Old,Yes
32352,Female,Old,Yes
32353,Female,Old,Yes
32354,Female,Old,Yes
32355,Female,Old,Yes
32356,Female,Old,Yes
32357,Female,Old,Yes
32358,Male,Old,Yes
32359,Female,Old,Yes
32360,Male,Old,Yes
32361,Male,Old,Yes
32362,Male,Old,Yes
32363,Female,Old,Yes
32364,Female,Old,No
32365,Female,Old,No
32366,Female,Old,Yes
32367,Male,Old,Yes
32368,Male,Old,Yes
32369,Female,Old,Yes
32370,Male,Old,Yes
32371,Male,Old,Yes
32372,Female,Old,No
32373,Male,Old,No
32374,Female,Old,Yes
32375,Female,Old,Yes
32376,Male,Old,Yes
32377,Female,Old,Yes
32378,Male,Old,Yes
32379,Male,Old,Yes
32380,Female,Old,Yes
32381,Female,Old,Yes
32382,Female,Old,Yes
32383,Male,Old,Yes
32384,Male,Old,Yes
32385,Female,Old,Yes
32386,Female,Old,Yes
32387,Male,Old,Yes
32388,Male,Old,Yes
32389,Male,Old,Yes
32390,Female,Old,Yes
32391,Male,Old,Yes
32392,Female,Old,Yes
32393,Male,Old,Yes
32394,Female,Old,Yes
32395,Male,Old,Yes
32396,Male,Old,No
32397,Male,Old,No
32398,Male,Old,Yes
32399,Female,Old,No
32400,Female,Old,No
32401,Male,Old,Yes
32402,Female,Old,Yes
32403,Male,Old,Yes
32404,Female,Old,Yes
32405,Male,Old,Yes
32406,Male,Old,Yes
32407,Male,Old,Yes
32408,Female,Old,Yes
32409,Female,Old,Yes
32410,Female,Old,Yes
32411,Female,Old,No
32412,Male,Old,Yes
32413,Male,Old,Yes
32414,Male,Old,Yes
32415,Male,Old,Yes
32416,Female,Old,Yes
32417,Male,Old,Yes
32418,Male,Old,Yes
32419,Male,Old,Yes
32420,Male,Old,Yes
32421,Female,Old,Yes
32422,Male,Old,Yes
32423,Female,Old,Yes
32424,Female,Old,Yes
32425,Female,Old,Yes
32426,Female,Old,Yes
32427,Female,Old,Yes
32428,Female,Old,Yes
32429,Male,Old,Yes
32430,Male,Old,Yes
32431,Male,Old,Yes
32432,Female,Old,No
32433,Female,Old,Yes
32434,Female,Old,Yes
32435,Male,Old,Yes
32436,Male,Old,Yes
32437,Male,Old,Yes
32438,Male,Old,Yes
32439,Male,Old,Yes
32440,Male,Old,Yes
32441,Male,Old,Yes
32442,Female,Old,Yes
32443,Female,Old,Yes
32444,Male,Old,Yes
32445,Female,Old,Yes
32446,Male,Old,Yes
32447,Female,Old,Yes
32448,Male,Old,Yes
32449,Female,Old,Yes
32450,Male,Old,Yes
32451,Female,Old,No
32452,Female,Old,No
32453,Male,Old,Yes
32454,Female,Old,Yes
32455,Female,Old,No
32456,Female,Old,Yes
32457,Female,Old,Yes
32458,Male,Old,Yes
32459,Male,Old,Yes
32460,Male,Old,Yes
32461,Male,Old,Yes
32462,Female,Old,Yes
32463,Male,Old,Yes
32464,Male,Old,Yes
32465,Male,Old,Yes
32466,Female,Old,Yes
32467,Female,Old,Yes
32468,Female,Old,No
32469,Male,Old,Yes
32470,Female,Old,Yes
32471,Female,Old,No
32472,Male,Old,Yes
32473,Male,Old,Yes
32474,Female,Old,No
32475,Female,Old,Yes
32476,Female,Old,Yes
32477,Female,Old,Yes
32478,Male,Old,Yes
32479,Male,Old,Yes
32480,Male,Old,Yes
32481,Male,Old,Yes
32482,Female,Old,Yes
32483,Female,Old,No
32484,Male,Old,Yes
32485,Female,Old,Yes
32486,Female,Old,Yes
32487,Male,Old,Yes
32488,Male,Old,Yes
32489,Female,Old,Yes
32490,Female,Old,Yes
32491,Female,Old,Yes
32492,Female,Old,Yes
32493,Male,Old,Yes
32494,Male,Old,Yes
32495,Female,Old,No
32496,Male,Old,Yes
32497,Female,Old,Yes
32498,Female,Old,Yes
32499,Female,Old,Yes
32500,Male,Old,Yes
32501,Male,Old,Yes
32502,Female,Old,Yes
32503,Male,Old,No
32504,Female,Old,No
32505,Female,Old,No
32506,Female,Old,Yes
32507,Female,Old,Yes
32508,Female,Old,Yes
32509,Male,Old,Yes
32510,Male,Old,Yes
32511,Male,Old,Yes
32512,Female,Old,Yes
32513,Female,Old,No
32514,Male,Old,Yes
32515,Female,Old,Yes
32516,Male,Old,Yes
32517,Male,Old,Yes
32518,Female,Old,Yes
32519,Male,Old,Yes
32520,Female,Old,Yes
32521,Male,Old,Yes
32522,Male,Old,Yes
32523,Male,Old,Yes
32524,Female,Old,Yes
32525,Female,Old,No
32526,Male,Old,Yes
32527,Male,Old,Yes
32528,Female,Old,No
32529,Female,Old,No
32530,Male,Old,Yes
32531,Female,Old,No
32532,Male,Old,Yes
32533,Female,Old,Yes
32534,Male,Old,Yes
32535,Female,Old,Yes
32536,Female,Old,Yes
32537,Male,Old,Yes
32538,Female,Old,Yes
32539,Female,Old,Yes
32540,Female,Old,Yes
32541,Male,Old,Yes
32542,Male,Old,Yes
32543,Female,Old,Yes
32544,Male,Old,Yes
32545,Female,Old,Yes
32546,Male,Old,Yes
32547,Female,Old,Yes
32548,Female,Old,Yes
32549,Female,Old,Yes
32550,Female,Old,Yes
32551,Male,Old,Yes
32552,Male,Old,Yes
32553,Female,Old,No
32554,Female,Old,Yes
32555,Female,Old,Yes
32556,Female,Old,Yes
32557,Male,Old,No
32558,Male,Old,Yes
32559,Female,Old,Yes
32560,Male,Old,Yes
32561,Female,Old,Yes
32562,Female,Old,Yes
32563,Female,Old,Yes
32564,Male,Old,Yes
32565,Female,Old,Yes
32566,Male,Old,Yes
32567,Male,Old,Yes
32568,Male,Old,Yes
32569,Female,Old,Yes
32570,Female,Old,Yes
32571,Male,Old,Yes
32572,Female,Old,Yes
32573,Female,Old,No
32574,Female,Old,Yes
32575,Female,Old,Yes
32576,Female,Old,Yes
32577,Female,Old,Yes
32578,Male,Old,Yes
32579,Male,Old,Yes
32580,Male,Old,Yes
32581,Male,Old,Yes
32582,Female,Old,Yes
32583,Male,Old,Yes
32584,Female,Old,No
32585,Female,Old,Yes
32586,Female,Old,Yes
32587,Male,Old,Yes
32588,Male,Old,Yes
32589,Male,Old,Yes
32590,Female,Old,No
32591,Female,Old,Yes
32592,Male,Old,Yes
32593,Female,Old,No
32594,Male,Old,Yes
32595,Male,Old,No
32596,Female,Old,No
32597,Male,Old,Yes
32598,Female,Old,No
32599,Male,Old,No
32600,Male,Old,No
32601,Female,Old,Yes
32602,Male,Old,Yes
32603,Female,Old,No
32604,Female,Old,Yes
32605,Male,Old,Yes
32606,Male,Old,Yes
32607,Female,Old,No
32608,Male,Old,Yes
32609,Female,Old,Yes
32610,Female,Old,Yes
32611,Female,Old,Yes
32612,Female,Old,No
32613,Male,Old,Yes
32614,Female,Old,Yes
32615,Male,Old,Yes
32616,Female,Old,No
32617,Male,Old,No
32618,Male,Old,Yes
32619,Male,Old,Yes
32620,Female,Old,Yes
32621,Male,Old,Yes
32622,Female,Old,Yes
32623,Female,Old,Yes
32624,Male,Old,Yes
32625,Female,Old,Yes
32626,Female,Old,No
32627,Male,Old,Yes
32628,Female,Old,No
32629,Male,Old,Yes
32630,Male,Old,Yes
32631,Female,Old,Yes
32632,Male,Old,Yes
32633,Female,Old,Yes
32634,Female,Old,No
32635,Male,Old,Yes
32636,Female,Old,Yes
32637,Male,Old,Yes
32638,Female,Old,Yes
32639,Female,Old,Yes
32640,Female,Old,Yes
32641,Male,Old,Yes
32642,Male,Old,No
32643,Female,Old,Yes
32644,Female,Old,No
32645,Male,Old,Yes
32646,Female,Old,Yes
32647,Female,Old,Yes
32648,Female,Old,No
32649,Female,Old,Yes
32650,Female,Old,No
32651,Male,Old,Yes
32652,Male,Old,Yes
32653,Female,Old,Yes
32654,Male,Old,Yes
32655,Female,Old,No
32656,Male,Old,Yes
32657,Female,Old,No
32658,Female,Old,Yes
32659,Female,Old,Yes
32660,Female,Old,No
32661,Female,Old,Yes
32662,Female,Old,Yes
32663,Male,Old,Yes
32664,Male,Old,Yes
32665,Female,Old,Yes
32666,Male,Old,Yes
32667,Female,Old,Yes
32668,Male,Old,Yes
32669,Male,Old,Yes
32670,Male,Old,No
32671,Male,Old,Yes
32672,Female,Old,Yes
32673,Female,Old,No
32674,Female,Old,Yes
32675,Female,Old,Yes
32676,Female,Old,Yes
32677,Female,Old,No
32678,Female,Old,Yes
32679,Male,Old,Yes
32680,Male,Old,No
32681,Male,Old,Yes
32682,Female,Old,Yes
32683,Female,Old,Yes
32684,Female,Old,Yes
32685,Male,Old,Yes
32686,Male,Old,Yes
32687,Male,Old,Yes
32688,Male,Old,Yes
32689,Male,Old,Yes
32690,Male,Old,Yes
32691,Female,Old,No
32692,Female,Old,Yes
32693,Male,Old,No
32694,Male,Old,Yes
32695,Female,Old,Yes
32696,Male,Old,Yes
32697,Female,Old,Yes
32698,Female,Old,No
32699,Female,Old,Yes
32700,Female,Old,Yes
32701,Male,Old,Yes
32702,Male,Old,Yes
32703,Male,Old,Yes
32704,Female,Old,Yes
32705,Male,Old,Yes
32706,Male,Old,Yes
32707,Female,Old,Yes
32708,Female,Old,Yes
32709,Female,Old,Yes
32710,Male,Old,Yes
32711,Male,Old,Yes
32712,Male,Old,Yes
32713,Female,Old,Yes
32714,Male,Old,Yes
32715,Female,Old,Yes
32716,Male,Old,No
32717,Male,Old,Yes
32718,Male,Old,Yes
32719,Female,Old,Yes
32720,Female,Old,Yes
32721,Male,Old,Yes
32722,Female,Old,No
32723,Male,Old,Yes
32724,Female,Old,Yes
32725,Female,Old,Yes
32726,Female,Old,Yes
32727,Female,Old,Yes
32728,Female,Old,Yes
32729,Female,Old,Yes
32730,Female,Old,No
32731,Male,Old,Yes
32732,Female,Old,Yes
32733,Female,Old,Yes
32734,Male,Old,Yes
32735,Female,Old,No
32736,Female,Old,Yes
32737,Female,Old,Yes
32738,Male,Old,Yes
32739,Male,Old,Yes
32740,Female,Old,Yes
32741,Female,Old,Yes
32742,Male,Old,Yes
32743,Female,Old,Yes
32744,Female,Old,Yes
32745,Female,Old,Yes
32746,Male,Old,Yes
32747,Male,Old,Yes
32748,Male,Old,Yes
32749,Female,Old,Yes
32750,Male,Old,Yes
32751,Female,Old,Yes
32752,Male,Old,Yes
32753,Male,Old,Yes
32754,Male,Old,Yes
32755,Male,Old,No
32756,Female,Old,Yes
32757,Male,Old,Yes
32758,Male,Old,Yes
32759,Male,Old,Yes
32760,Male,Old,Yes
32761,Male,Old,Yes
32762,Male,Old,Yes
32763,Female,Old,Yes
32764,Male,Old,Yes
32765,Female,Old,Yes
32766,Female,Old,Yes
32767,Female,Old,Yes
32768,Male,Old,Yes
32769,Female,Old,Yes
32770,Female,Old,Yes
32771,Female,Old,Yes
32772,Male,Old,Yes
32773,Female,Old,Yes
32774,Male,Old,Yes
32775,Male,Old,No
32776,Female,Old,Yes
32777,Female,Old,Yes
32778,Female,Old,Yes
32779,Male,Old,Yes
32780,Male,Old,Yes
32781,Female,Old,Yes
32782,Male,Old,Yes
32783,Male,Old,Yes
32784,Male,Old,Yes
32785,Male,Old,Yes
32786,Female,Old,Yes
32787,Male,Old,Yes
32788,Female,Old,Yes
32789,Female,Old,Yes
32790,Male,Old,Yes
32791,Male,Old,Yes
32792,Female,Old,Yes
32793,Female,Old,Yes
32794,Female,Old,Yes
32795,Male,Old,Yes
32796,Female,Old,Yes
32797,Male,Old,Yes
32798,Male,Old,Yes
32799,Female,Old,Yes
32800,Male,Old,Yes
32801,Female,Old,Yes
32802,Male,Old,Yes
32803,Male,Old,Yes
32804,Male,Old,Yes
32805,Male,Old,Yes
32806,Female,Old,No
32807,Female,Old,Yes
32808,Male,Old,Yes
32809,Female,Old,Yes
32810,Female,Old,Yes
32811,Male,Old,Yes
32812,Male,Old,Yes
32813,Female,Old,Yes
32814,Male,Old,Yes
32815,Female,Old,Yes
32816,Male,Old,Yes
32817,Male,Old,Yes
32818,Male,Old,Yes
32819,Male,Old,Yes
32820,Female,Old,Yes
32821,Female,Old,Yes
32822,Female,Old,Yes
32823,Male,Old,Yes
32824,Male,Old,No
32825,Female,Old,No
32826,Female,Old,Yes
32827,Male,Old,Yes
32828,Female,Old,Yes
32829,Female,Old,Yes
32830,Female,Old,No
32831,Male,Old,No
32832,Male,Old,Yes
32833,Female,Old,Yes
32834,Female,Old,Yes
32835,Male,Old,Yes
32836,Male,Old,Yes
32837,Female,Old,Yes
32838,Female,Old,Yes
32839,Male,Old,Yes
32840,Female,Old,Yes
32841,Male,Old,No
32842,Female,Old,No
32843,Female,Old,Yes
32844,Male,Old,Yes
32845,Male,Old,Yes
32846,Female,Old,No
32847,Female,Old,Yes
32848,Female,Old,Yes
32849,Female,Old,Yes
32850,Male,Old,Yes
32851,Female,Old,Yes
32852,Female,Old,Yes
32853,Female,Old,Yes
32854,Male,Old,Yes
32855,Male,Old,Yes
32856,Female,Old,Yes
32857,Male,Old,Yes
32858,Female,Old,Yes
32859,Male,Old,Yes
32860,Male,Old,Yes
32861,Female,Old,Yes
32862,Male,Old,Yes
32863,Male,Old,Yes
32864,Male,Old,No
32865,Female,Old,Yes
32866,Male,Old,Yes
32867,Male,Old,Yes
32868,Male,Old,Yes
32869,Male,Old,Yes
32870,Female,Old,Yes
32871,Male,Old,Yes
32872,Female,Old,No
32873,Male,Old,Yes
32874,Female,Old,Yes
32875,Female,Old,Yes
32876,Female,Old,Yes
32877,Male,Old,Yes
32878,Female,Old,Yes
32879,Female,Old,Yes
32880,Male,Old,Yes
32881,Female,Old,Yes
32882,Female,Old,Yes
32883,Female,Old,No
32884,Female,Old,Yes
32885,Male,Old,Yes
32886,Female,Old,Yes
32887,Female,Old,Yes
32888,Female,Old,Yes
32889,Male,Old,Yes
32890,Male,Old,Yes
32891,Female,Old,Yes
32892,Male,Old,Yes
32893,Female,Old,Yes
32894,Male,Old,Yes
32895,Male,Old,Yes
32896,Male,Old,Yes
32897,Female,Old,No
32898,Female,Old,Yes
32899,Female,Old,Yes
32900,Female,Old,Yes
32901,Male,Old,Yes
32902,Female,Old,Yes
32903,Female,Old,No
32904,Female,Old,Yes
32905,Male,Old,Yes
32906,Female,Old,Yes
32907,Female,Old,Yes
32908,Female,Old,Yes
32909,Male,Old,Yes
32910,Female,Old,Yes
32911,Female,Old,Yes
32912,Male,Old,Yes
32913,Male,Old,Yes
32914,Male,Old,Yes
32915,Male,Old,Yes
32916,Male,Old,Yes
32917,Male,Old,Yes
32918,Male,Old,Yes
32919,Female,Old,Yes
32920,Male,Old,Yes
32921,Male,Old,Yes
32922,Male,Old,Yes
32923,Male,Old,Yes
32924,Male,Old,Yes
32925,Male,Old,Yes
32926,Male,Old,Yes
32927,Female,Old,Yes
32928,Female,Old,Yes
32929,Male,Old,Yes
32930,Male,Old,Yes
32931,Female,Old,Yes
32932,Female,Old,Yes
32933,Female,Old,No
32934,Female,Old,No
32935,Female,Old,Yes
32936,Male,Old,Yes
32937,Male,Old,Yes
32938,Female,Old,No
32939,Female,Old,Yes
32940,Female,Old,Yes
32941,Male,Old,Yes
32942,Male,Old,Yes
32943,Male,Old,Yes
32944,Female,Old,Yes
32945,Male,Old,Yes
32946,Male,Old,Yes
32947,Female,Old,Yes
32948,Female,Old,Yes
32949,Male,Old,Yes
32950,Female,Old,Yes
32951,Male,Old,Yes
32952,Male,Old,Yes
32953,Female,Old,Yes
32954,Female,Old,Yes
32955,Female,Old,Yes
32956,Female,Old,Yes
32957,Male,Old,Yes
32958,Female,Old,Yes
32959,Female,Old,Yes
32960,Female,Old,Yes
32961,Female,Old,Yes
32962,Female,Old,Yes
32963,Male,Old,Yes
32964,Male,Old,Yes
32965,Male,Old,Yes
32966,Male,Old,Yes
32967,Female,Old,No
32968,Male,Old,Yes
32969,Female,Old,Yes
32970,Female,Old,Yes
32971,Male,Old,Yes
32972,Male,Old,Yes
32973,Female,Old,Yes
32974,Female,Old,Yes
32975,Female,Old,No
32976,Male,Old,Yes
32977,Female,Old,Yes
32978,Male,Old,Yes
32979,Male,Old,Yes
32980,Male,Old,Yes
32981,Female,Old,Yes
32982,Male,Old,No
32983,Male,Old,Yes
32984,Male,Old,Yes
32985,Male,Old,Yes
32986,Male,Old,Yes
32987,Female,Old,No
32988,Female,Old,Yes
32989,Female,Old,No
32990,Male,Old,Yes
32991,Male,Old,Yes
32992,Male,Old,Yes
32993,Female,Old,Yes
32994,Female,Old,Yes
32995,Female,Old,Yes
32996,Female,Old,Yes
32997,Male,Old,Yes
32998,Female,Old,No
32999,Female,Old,Yes
33000,Male,Old,Yes
33001,Male,Old,Yes
33002,Male,Old,No
33003,Female,Old,No
33004,Female,Old,Yes
33005,Female,Old,No
33006,Female,Old,Yes
33007,Male,Old,Yes
33008,Male,Old,Yes
33009,Female,Old,Yes
33010,Male,Old,Yes
33011,Female,Old,No
33012,Female,Old,No
33013,Female,Old,Yes
33014,Female,Old,Yes
33015,Male,Old,Yes
33016,Female,Old,Yes
33017,Male,Old,Yes
33018,Female,Old,Yes
33019,Male,Old,Yes
33020,Male,Old,Yes
33021,Female,Old,Yes
33022,Female,Old,Yes
33023,Female,Old,Yes
33024,Female,Old,Yes
33025,Female,Old,Yes
33026,Female,Old,Yes
33027,Male,Old,Yes
33028,Female,Old,No
33029,Female,Old,Yes
33030,Female,Old,Yes
33031,Female,Old,Yes
33032,Female,Old,Yes
33033,Male,Old,Yes
33034,Male,Old,Yes
33035,Male,Old,Yes
33036,Male,Old,Yes
33037,Male,Old,Yes
33038,Male,Old,Yes
33039,Male,Old,Yes
33040,Male,Old,Yes
33041,Male,Old,Yes
33042,Male,Old,Yes
33043,Male,Old,Yes
33044,Female,Old,Yes
33045,Male,Old,Yes
33046,Female,Old,Yes
33047,Male,Old,Yes
33048,Female,Old,Yes
33049,Female,Old,No
33050,Male,Old,Yes
33051,Female,Old,Yes
33052,Female,Old,Yes
33053,Female,Old,Yes
33054,Female,Old,Yes
33055,Male,Old,Yes
33056,Female,Old,Yes
33057,Male,Old,Yes
33058,Female,Old,Yes
33059,Male,Old,Yes
33060,Female,Old,Yes
33061,Male,Old,Yes
33062,Female,Old,Yes
33063,Male,Old,Yes
33064,Male,Old,Yes
33065,Male,Old,Yes
33066,Male,Old,Yes
33067,Female,Old,No
33068,Male,Old,Yes
33069,Female,Old,Yes
33070,Female,Old,Yes
33071,Male,Old,Yes
33072,Male,Old,No
33073,Male,Old,Yes
33074,Female,Old,Yes
33075,Female,Old,Yes
33076,Male,Old,Yes
33077,Female,Old,Yes
33078,Male,Old,Yes
33079,Male,Old,Yes
33080,Male,Old,Yes
33081,Male,Old,Yes
33082,Female,Old,Yes
33083,Male,Old,Yes
33084,Male,Old,Yes
33085,Male,Old,Yes
33086,Female,Old,Yes
33087,Female,Old,Yes
33088,Male,Old,Yes
33089,Male,Old,Yes
33090,Male,Old,Yes
33091,Female,Old,Yes
33092,Female,Old,Yes
33093,Male,Old,Yes
33094,Female,Old,Yes
33095,Female,Old,No
33096,Male,Old,Yes
33097,Male,Old,Yes
33098,Male,Old,Yes
33099,Male,Old,Yes
33100,Male,Old,Yes
33101,Female,Old,Yes
33102,Female,Old,No
33103,Female,Old,Yes
33104,Male,Old,Yes
33105,Male,Old,Yes
33106,Male,Old,Yes
33107,Male,Old,Yes
33108,Female,Old,Yes
33109,Female,Old,No
33110,Female,Old,Yes
33111,Male,Old,Yes
33112,Male,Old,Yes
33113,Male,Old,Yes
33114,Female,Old,Yes
33115,Female,Old,Yes
33116,Male,Old,Yes
33117,Male,Old,Yes
33118,Male,Old,Yes
33119,Female,Old,Yes
33120,Male,Old,Yes
33121,Male,Old,Yes
33122,Female,Old,Yes
33123,Male,Old,Yes
33124,Male,Old,Yes
33125,Female,Old,Yes
33126,Female,Old,No
33127,Female,Old,No
33128,Female,Old,Yes
33129,Male,Old,Yes
33130,Female,Old,Yes
33131,Female,Old,No
33132,Male,Old,Yes
33133,Female,Old,Yes
33134,Female,Old,Yes
33135,Female,Old,Yes
33136,Female,Old,Yes
33137,Male,Old,Yes
33138,Male,Old,Yes
33139,Female,Old,No
33140,Female,Old,Yes
33141,Male,Old,Yes
33142,Female,Old,No
33143,Male,Old,Yes
33144,Male,Old,Yes
33145,Male,Old,Yes
33146,Male,Old,Yes
33147,Male,Old,Yes
33148,Male,Old,Yes
33149,Male,Old,Yes
33150,Male,Old,Yes
33151,Male,Old,Yes
33152,Female,Old,Yes
33153,Male,Old,Yes
33154,Male,Old,Yes
33155,Male,Old,Yes
33156,Female,Old,Yes
33157,Male,Old,Yes
33158,Female,Old,Yes
33159,Male,Old,Yes
33160,Female,Old,Yes
33161,Female,Old,Yes
33162,Male,Old,Yes
33163,Female,Old,Yes
33164,Male,Old,Yes
33165,Female,Old,Yes
33166,Male,Old,Yes
33167,Male,Old,Yes
33168,Female,Old,Yes
33169,Female,Old,Yes
33170,Female,Old,Yes
33171,Male,Old,Yes
33172,Male,Old,Yes
33173,Male,Old,Yes
33174,Male,Old,Yes
33175,Female,Old,Yes
33176,Male,Old,Yes
33177,Female,Old,Yes
33178,Female,Old,Yes
33179,Male,Old,Yes
33180,Female,Old,No
33181,Male,Old,Yes
33182,Female,Old,Yes
33183,Male,Old,Yes
33184,Male,Old,Yes
33185,Male,Old,Yes
33186,Male,Old,Yes
33187,Male,Old,Yes
33188,Female,Old,No
33189,Female,Old,No
33190,Female,Old,Yes
33191,Female,Old,Yes
33192,Male,Old,Yes
33193,Female,Old,Yes
33194,Female,Old,Yes
33195,Female,Old,Yes
33196,Male,Old,Yes
33197,Male,Old,Yes
33198,Female,Old,Yes
33199,Female,Old,Yes
33200,Female,Old,Yes
33201,Male,Old,Yes
33202,Female,Old,Yes
33203,Male,Old,Yes
33204,Female,Old,Yes
33205,Male,Old,Yes
33206,Female,Old,Yes
33207,Male,Old,Yes
33208,Male,Old,Yes
33209,Female,Old,Yes
33210,Female,Old,No
33211,Female,Old,No
33212,Female,Old,Yes
33213,Female,Old,Yes
33214,Male,Old,Yes
33215,Male,Old,Yes
33216,Male,Old,Yes
33217,Male,Old,Yes
33218,Female,Old,No
33219,Male,Old,Yes
33220,Female,Old,Yes
33221,Female,Old,Yes
33222,Male,Old,Yes
33223,Male,Old,Yes
33224,Male,Old,Yes
33225,Male,Old,Yes
33226,Female,Old,Yes
33227,Male,Old,Yes
33228,Female,Old,Yes
33229,Male,Old,Yes
33230,Female,Old,No
33231,Female,Old,Yes
33232,Female,Old,Yes
33233,Male,Old,Yes
33234,Male,Old,Yes
33235,Male,Old,Yes
33236,Female,Old,Yes
33237,Male,Old,Yes
33238,Female,Old,Yes
33239,Male,Old,Yes
33240,Male,Old,Yes
33241,Male,Old,Yes
33242,Female,Old,Yes
33243,Female,Old,Yes
33244,Male,Old,Yes
33245,Female,Old,Yes
33246,Male,Old,No
33247,Male,Old,Yes
33248,Female,Old,Yes
33249,Female,Old,No
33250,Male,Old,Yes
33251,Male,Old,Yes
33252,Female,Old,Yes
33253,Male,Old,No
33254,Male,Old,Yes
33255,Female,Old,Yes
33256,Female,Old,Yes
33257,Female,Old,Yes
33258,Male,Old,Yes
33259,Female,Old,Yes
33260,Male,Old,Yes
33261,Male,Old,Yes
33262,Female,Old,Yes
33263,Male,Old,Yes
33264,Male,Old,Yes
33265,Female,Old,Yes
33266,Female,Old,Yes
33267,Male,Old,Yes
33268,Male,Old,Yes
33269,Male,Old,Yes
33270,Male,Old,Yes
33271,Female,Old,Yes
33272,Male,Old,Yes
33273,Male,Old,No
33274,Male,Old,Yes
33275,Female,Old,Yes
33276,Female,Old,No
33277,Male,Old,No
33278,Male,Old,Yes
33279,Male,Old,Yes
33280,Female,Old,Yes
33281,Male,Old,Yes
33282,Male,Old,Yes
33283,Male,Old,Yes
33284,Female,Old,No
33285,Male,Old,Yes
33286,Female,Old,Yes
33287,Female,Old,Yes
33288,Female,Old,No
33289,Male,Old,Yes
33290,Female,Old,Yes
33291,Male,Old,Yes
33292,Male,Old,Yes
33293,Male,Old,Yes
33294,Female,Old,Yes
33295,Male,Old,Yes
33296,Female,Old,Yes
33297,Female,Old,Yes
33298,Male,Old,Yes
33299,Female,Old,Yes
33300,Female,Old,Yes
33301,Female,Old,Yes
33302,Female,Old,Yes
33303,Male,Old,Yes
33304,Male,Old,Yes
33305,Male,Old,Yes
33306,Female,Old,No
33307,Male,Old,No
33308,Female,Old,Yes
33309,Male,Old,Yes
33310,Female,Old,Yes
33311,Female,Old,Yes
33312,Male,Old,No
33313,Male,Old,Yes
33314,Male,Old,Yes
33315,Female,Old,Yes
33316,Female,Old,Yes
33317,Male,Old,Yes
33318,Female,Old,Yes
33319,Female,Old,Yes
33320,Female,Old,Yes
33321,Male,Old,Yes
33322,Male,Old,Yes
33323,Male,Old,Yes
33324,Female,Old,Yes
33325,Female,Old,No
33326,Male,Old,Yes
33327,Male,Old,No
33328,Female,Old,Yes
33329,Male,Old,Yes
33330,Female,Old,Yes
33331,Male,Old,Yes
33332,Female,Old,No
33333,Male,Old,Yes
33334,Female,Old,Yes
33335,Male,Old,Yes
33336,Male,Old,No
33337,Male,Old,Yes
33338,Male,Old,Yes
33339,Male,Old,Yes
33340,Female,Old,Yes
33341,Female,Old,Yes
33342,Female,Old,Yes
33343,Male,Old,Yes
33344,Male,Old,Yes
33345,Male,Old,Yes
33346,Female,Old,Yes
33347,Female,Old,Yes
33348,Male,Old,Yes
33349,Male,Old,Yes
33350,Male,Old,Yes
33351,Male,Old,Yes
33352,Female,Old,No
33353,Female,Old,Yes
33354,Female,Old,Yes
33355,Male,Old,Yes
33356,Male,Old,Yes
33357,Male,Old,No
33358,Male,Old,Yes
33359,Female,Old,Yes
33360,Male,Old,Yes
33361,Female,Old,No
33362,Male,Old,Yes
33363,Female,Old,Yes
33364,Female,Old,Yes
33365,Male,Old,Yes
33366,Male,Old,Yes
33367,Female,Old,Yes
33368,Female,Old,Yes
33369,Female,Old,No
33370,Female,Old,No
33371,Female,Old,Yes
33372,Male,Old,Yes
33373,Female,Old,Yes
33374,Male,Old,Yes
33375,Female,Old,No
33376,Female,Old,No
33377,Male,Old,Yes
33378,Male,Old,Yes
33379,Male,Old,Yes
